	Chr	Pos	-log10(pValue)
rs10668	13	10	0.899
rs10669	13	11	0.035
rs10670	13	12	0.208
rs10671	13	13	0.121
rs10672	13	14	0.016
rs10673	13	15	1.214
rs10674	13	16	1.721
rs10675	13	17	0.032
rs10676	13	18	0.695
rs10677	13	19	0.435
rs10678	13	20	0.043
rs10679	13	21	0.615
rs10680	13	22	0.416
rs10681	13	23	0.434
rs10682	13	24	0.488
rs10683	13	25	0.95
rs10684	13	26	0.048
rs10685	13	27	0.505
rs10686	13	28	0.141
rs10687	13	29	0.977
rs10688	13	30	0.262
rs10689	13	31	0.032
rs10690	13	32	0.289
rs10691	13	33	0.328
rs10692	13	34	0.065
rs10693	13	35	1.97
rs10694	13	36	0.796
rs10695	13	37	0.964
rs10696	13	38	0.226
rs10697	13	39	0.426
rs10698	13	40	0.282
rs10699	13	41	2.588
rs10700	13	42	0.424
rs10701	13	43	1.759
rs10702	13	44	0.718
rs10703	13	45	1.356
rs10704	13	46	0.427
rs10705	13	47	0.076
rs10706	13	48	0.433
rs10707	13	49	0.217
rs10708	13	50	0.654
rs10709	13	51	0.378
rs10710	13	52	0.048
rs10711	13	53	1.108
rs10712	13	54	0.105
rs10713	13	55	0.499
rs10714	13	56	0.27
rs10715	13	57	0.938
rs10716	13	58	0.12
rs10717	13	59	0.264
rs10718	13	60	0.163
rs10719	13	61	0.15
rs10720	13	62	0.195
rs10721	13	63	0.374
rs10722	13	64	0.046
rs10723	13	65	0.207
rs10724	13	66	0.52
rs10725	13	67	0.067
rs10726	13	68	0.074
rs10727	13	69	0.289
rs10728	13	70	0.144
rs10729	13	71	0.823
rs10730	13	72	2.296
rs10731	13	73	0.012
rs10732	13	74	1.125
rs10733	13	75	0.224
rs10734	13	76	0.464
rs10735	13	77	0.502
rs10736	13	78	0.041
rs10737	13	79	0.355
rs10738	13	80	0.081
rs10739	13	81	0.222
rs10740	13	82	0.127
rs10741	13	83	0.354
rs10742	13	84	0.561
rs10743	13	85	0.616
rs10744	13	86	0.28
rs10745	13	87	0.128
rs10746	13	88	0.314
rs10747	13	89	0.334
rs10748	13	90	0.367
rs10749	13	91	0.57
rs10750	13	92	0.855
rs10751	13	93	1.507
rs10752	13	94	0.43
rs10753	13	95	0.539
rs10754	13	96	0.845
rs10755	13	97	0.19
rs10756	13	98	0.076
rs10757	13	99	0.129
rs10758	13	100	0.519
rs10759	13	101	0.994
rs10760	13	102	0.259
rs10761	13	103	0.029
rs10762	13	104	0.076
rs10763	13	105	0.845
rs10764	13	106	0.127
rs10765	13	107	0.567
rs10766	13	108	0.937
rs10767	13	109	0.243
rs10768	13	110	2.478
rs10769	13	111	0.179
rs10770	13	112	0.409
rs10771	13	113	0.308
rs10772	13	114	0.114
rs10773	13	115	0.557
rs10774	13	116	0.35
rs10775	13	117	1.395
rs10776	13	118	0.266
rs10777	13	119	0.837
rs10778	13	120	0.221
rs10779	13	121	0.218
rs10780	13	122	0.452
rs10781	13	123	0.195
rs10782	13	124	0.522
rs10783	13	125	0.223
rs10784	13	126	0.598
rs10785	13	127	0.326
rs10786	13	128	0.279
rs10787	13	129	0.305
rs10788	13	130	0.065
rs10789	13	131	0.266
rs10790	13	132	0.104
rs10791	13	133	0
rs10792	13	134	0.44
rs10793	13	135	0.299
rs10794	13	136	0.155
rs10795	13	137	0.815
rs10796	13	138	0.598
rs10797	13	139	0.068
rs10798	13	140	0.203
rs10799	13	141	0.032
rs10800	13	142	1.06
rs10801	13	143	0.097
rs10802	13	144	0.665
rs10803	13	145	0.344
rs10804	13	146	0.131
rs10805	13	147	1.233
rs10806	13	148	0.261
rs10807	13	149	0.108
rs10808	13	150	0.161
rs10809	13	151	0.058
rs10810	13	152	0.089
rs10811	13	153	0.936
rs10812	13	154	1.8
rs10813	13	155	0.831
rs10814	13	156	0.754
rs10815	13	157	0.607
rs10816	13	158	0.004
rs10817	13	159	0.74
rs10818	13	160	2.767
rs10819	13	161	0.31
rs10820	13	162	0.492
rs10821	13	163	1.588
rs10822	13	164	0.328
rs10823	13	165	0.253
rs10824	13	166	0.889
rs10825	13	167	0.444
rs10826	13	168	0.353
rs10827	13	169	0.042
rs10828	13	170	0.201
rs10829	13	171	0.838
rs10830	13	172	0.24
rs10831	13	173	0.013
rs10832	13	174	0.069
rs10833	13	175	0.365
rs10834	13	176	0.011
rs10835	13	177	0.265
rs10836	13	178	0.406
rs10837	13	179	0.681
rs10838	13	180	0.289
rs10839	13	181	1.475
rs10840	13	182	0.56
rs10841	13	183	1.222
rs10842	13	184	0.178
rs10843	13	185	0.263
rs10844	13	186	0
rs10845	13	187	0.309
rs10846	13	188	0.28
rs10847	13	189	0.045
rs10848	13	190	0.664
rs10849	13	191	0.343
rs10850	13	192	0.227
rs10851	13	193	0.045
rs10852	13	194	0.685
rs10853	13	195	0.019
rs10854	13	196	0.604
rs10855	13	197	0.217
rs10856	13	198	0.048
rs10857	13	199	0.076
rs10858	13	200	0.083
rs10859	13	201	0.461
rs10860	13	202	0.003
rs10861	13	203	1.231
rs10862	13	204	1.114
rs10863	13	205	0.377
rs10864	13	206	0.114
rs10865	13	207	0.367
rs10866	13	208	0.605
rs10867	13	209	0.932
rs10868	13	210	0.983
rs10869	13	211	0.342
rs10870	13	212	0.268
rs10871	13	213	0.029
rs10872	13	214	0.293
rs10873	13	215	0.474
rs10874	13	216	0.149
rs10875	13	217	0.015
rs10876	13	218	0.402
rs10877	13	219	0.798
rs10878	13	220	0.123
rs10879	13	221	1.039
rs10880	13	222	0.548
rs10881	13	223	1.152
rs10882	13	224	0.386
rs10883	13	225	0.194
rs10884	13	226	0.649
rs10885	13	227	0.404
rs10886	13	228	0.004
rs10887	13	229	0.258
rs10888	13	230	0.011
rs10889	13	231	0.079
rs10890	13	232	0.661
rs10891	13	233	0.038
rs10892	13	234	0.151
rs10893	13	235	0.5
rs10894	13	236	0.324
rs10895	13	237	0.021
rs10896	13	238	0.122
rs10897	13	239	0.354
rs10898	13	240	0.285
rs10899	13	241	0.432
rs10900	13	242	0.82
rs10901	13	243	1.057
rs10902	13	244	0.394
rs10903	13	245	0.827
rs10904	13	246	0.999
rs10905	13	247	0.334
rs10906	13	248	1.31
rs10907	13	249	0.231
rs10908	13	250	0.254
rs10909	13	251	0.786
rs10910	13	252	0.116
rs10911	13	253	0.062
rs10912	13	254	0.187
rs10913	13	255	0.046
rs10914	13	256	0.099
rs10915	13	257	1.579
rs10916	13	258	0.182
rs10917	13	259	0.623
rs10918	13	260	0.051
rs10919	13	261	0.116
rs10920	13	262	1.69
rs10921	13	263	0.079
rs10922	13	264	0.216
rs10923	13	265	0.238
rs10924	13	266	0.004
rs10925	13	267	0.341
rs10926	13	268	0.14
rs10927	13	269	0.28
rs10928	13	270	1.066
rs10929	13	271	0.171
rs10930	13	272	1.43
rs10931	13	273	0.239
rs10932	13	274	0.054
rs10933	13	275	0
rs10934	13	276	0.258
rs10935	13	277	0.646
rs10936	13	278	0.076
rs10937	13	279	0.604
rs10938	13	280	0.358
rs10939	13	281	0.124
rs10940	13	282	1.446
rs10941	13	283	0.061
rs10942	13	284	0.009
rs10943	13	285	0.267
rs10944	13	286	0.523
rs10945	13	287	0.276
rs10946	13	288	0.063
rs10947	13	289	0.351
rs10948	13	290	0.916
rs10949	13	291	0.049
rs10950	13	292	1.161
rs10951	13	293	0.459
rs10952	13	294	1.051
rs10953	13	295	0.42
rs10954	13	296	0.109
rs10955	13	297	0.056
rs10956	13	298	0.382
rs10957	13	299	0.054
rs10958	13	300	0.091
rs10959	13	301	0.425
rs10960	13	302	1.261
rs10961	13	303	0.443
rs10962	13	304	0.949
rs10963	13	305	0.028
rs10964	13	306	0.241
rs10965	13	307	0.041
rs10966	13	308	0.071
rs10967	13	309	0.056
rs10968	13	310	0.107
rs10969	13	311	0.622
rs10970	13	312	0.053
rs10971	13	313	1.063
rs10972	13	314	0.085
rs10973	13	315	0.08
rs10974	13	316	0.095
rs10975	13	317	0.256
rs10976	13	318	0.524
rs10977	13	319	0.046
rs10978	13	320	0.289
rs10979	13	321	1.009
rs10980	13	322	0.506
rs10981	13	323	0.014
rs10982	13	324	0.551
rs10983	13	325	0.429
rs10984	13	326	0.288
rs10985	13	327	0.354
rs10986	13	328	0.323
rs10987	13	329	0.219
rs10988	13	330	0.081
rs10989	13	331	0.59
rs10990	13	332	0.552
rs10991	13	333	0.239
rs10992	13	334	1.478
rs10993	13	335	0.584
rs10994	13	336	0.498
rs10995	13	337	0.23
rs10996	13	338	0.06
rs10997	13	339	0.725
rs10998	13	340	0.321
rs10999	13	341	0.67
rs11000	13	342	0.068
rs11001	13	343	0.102
rs11002	13	344	0.216
rs11003	13	345	0.006
rs11004	13	346	0.186
rs11005	13	347	0.409
rs11006	13	348	0.124
rs11007	13	349	0.615
rs11008	13	350	0.183
rs11009	13	351	0.08
rs11010	13	352	0.447
rs11011	13	353	0.403
rs11012	13	354	0.746
rs11013	13	355	0.122
rs11014	13	356	0.285
rs11015	13	357	1.286
rs11016	13	358	1.469
rs11017	13	359	0.157
rs11018	13	360	0.025
rs11019	13	361	0.007
rs11020	13	362	0.405
rs11021	13	363	0.226
rs11022	13	364	0.097
rs11023	13	365	0.047
rs11024	13	366	1.833
rs11025	13	367	0.266
rs11026	13	368	0.447
rs11027	13	369	0.077
rs11028	13	370	0.019
rs11029	13	371	0.451
rs11030	13	372	0.17
rs11031	13	373	0.47
rs11032	13	374	0.682
rs11033	13	375	0.178
rs11034	13	376	0.263
rs11035	13	377	0.162
rs11036	13	378	0.151
rs11037	13	379	0.047
rs11038	13	380	0.12
rs11039	13	381	0.081
rs11040	13	382	0.799
rs11041	13	383	0.638
rs11042	13	384	0.985
rs11043	13	385	0.417
rs11044	13	386	0.222
rs11045	13	387	0.376
rs11046	13	388	0.268
rs11047	13	389	0.129
rs11048	13	390	1.281
rs11049	13	391	1.106
rs11050	13	392	0.461
rs11051	13	393	0.075
rs11052	13	394	0.194
rs11053	13	395	0.287
rs11054	13	396	0.263
rs11055	13	397	0.259
rs11056	13	398	0.586
rs11057	13	399	0.111
rs11058	13	400	0.184
rs11059	13	401	0.323
rs11060	13	402	0.142
rs11061	13	403	0.617
rs11062	13	404	0.262
rs11063	13	405	0.627
rs11064	13	406	0.129
rs11065	13	407	0.537
rs11066	13	408	0.622
rs11067	13	409	0.213
rs11068	13	410	0.298
rs11069	13	411	1.111
rs11070	13	412	0.063
rs11071	13	413	0.986
rs11072	13	414	0.193
rs11073	13	415	0.091
rs11074	13	416	0.45
rs11075	13	417	0.649
rs11076	13	418	0.384
rs11077	13	419	0.476
rs11078	13	420	0.388
rs11079	13	421	0.005
rs11080	13	422	0.072
rs11081	13	423	0.465
rs11082	13	424	1.12
rs11083	13	425	0.454
rs11084	13	426	0.056
rs11085	13	427	0.153
rs11086	13	428	0.066
rs11087	13	429	0.097
rs11088	13	430	0.418
rs11089	13	431	0.104
rs11090	13	432	0.137
rs11091	13	433	0.001
rs11092	13	434	0.433
rs11093	13	435	0.008
rs11094	13	436	0.098
rs11095	13	437	0.049
rs11096	13	438	0.786
rs11097	13	439	0.998
rs11098	13	440	0.006
rs11099	13	441	0.411
rs11100	13	442	0.354
rs11101	13	443	1.719
rs11102	13	444	1.196
rs11103	13	445	1.09
rs11104	13	446	0.505
rs11105	13	447	0.225
rs11106	13	448	1.086
rs11107	13	449	0.168
rs11108	13	450	0.048
rs11109	13	451	0.837
rs11110	13	452	2.571
rs11111	13	453	0.464
rs11112	13	454	0.528
rs11113	13	455	0.027
rs11114	13	456	0.593
rs11115	13	457	0.294
rs11116	13	458	0.853
rs11117	13	459	0.052
rs11118	13	460	0.15
rs11119	13	461	0.159
rs11120	13	462	0.206
rs11121	13	463	0.423
rs11122	13	464	0.726
rs11123	13	465	0.661
rs11124	13	466	1.04
rs11125	13	467	0.164
rs11126	13	468	0.506
rs11127	13	469	0.58
rs11128	13	470	0.429
rs11129	13	471	0.33
rs11130	13	472	0.009
rs11131	13	473	0.205
rs11132	13	474	0.242
rs11133	13	475	0.325
rs11134	13	476	0.106
rs11135	13	477	0.772
rs11136	13	478	0.18
rs11137	13	479	0.857
rs11138	13	480	0.546
rs11139	13	481	0.205
rs11140	13	482	0.281
rs11141	13	483	0.131
rs11142	13	484	1.489
rs11143	13	485	0.206
rs11144	13	486	0.379
rs11145	13	487	0.157
rs11146	13	488	0.081
rs11147	13	489	0.872
rs11148	13	490	2.459
rs11149	13	491	0.407
rs11150	13	492	0.476
rs11151	13	493	0.111
rs11152	13	494	0.492
rs11153	13	495	0.035
rs11154	13	496	0.287
rs11155	13	497	0.749
rs11156	13	498	0.766
rs11157	13	499	1.314
rs11158	13	500	0.817
rs11159	13	501	0.263
rs11160	13	502	0.051
rs11161	13	503	0.192
rs11162	13	504	0.047
rs11163	13	505	0.088
rs11164	13	506	0.021
rs11165	13	507	0.032
rs11166	13	508	2.249
rs11167	13	509	0.32
rs11168	13	510	0.042
rs11169	13	511	1.047
rs11170	13	512	0.379
rs11171	13	513	1.257
rs11172	13	514	0.377
rs11173	13	515	1.312
rs11174	13	516	0.252
rs11175	13	517	0.312
rs11176	13	518	0.744
rs11177	13	519	0.183
rs11178	13	520	0.264
rs11179	13	521	0.585
rs11180	13	522	1.484
rs11181	13	523	0.042
rs11182	13	524	0.686
rs11183	13	525	0.145
rs11184	13	526	0.016
rs11185	13	527	0.39
rs11186	13	528	0.332
rs11187	13	529	0.122
rs11188	13	530	0.411
rs11189	13	531	0.171
rs11190	13	532	0.21
rs11191	13	533	0.439
rs11192	13	534	0.324
rs11193	13	535	0.166
rs11194	13	536	0.379
rs11195	13	537	0.044
rs11196	13	538	0.321
rs11197	13	539	0.101
rs11198	13	540	0.046
rs11199	13	541	0.137
rs11200	13	542	0.102
rs11201	13	543	0.514
rs11202	13	544	0.342
rs11203	13	545	0.245
rs11204	13	546	0.055
rs11205	13	547	0.835
rs11206	13	548	0.206
rs11207	13	549	0.195
rs11208	13	550	0.323
rs11209	13	551	0.47
rs11210	13	552	0.59
rs11211	13	553	0.691
rs11212	13	554	0.114
rs11213	13	555	0.74
rs11214	13	556	0.136
rs11215	13	557	0.281
rs11216	13	558	0.096
rs11217	13	559	0.386
rs11218	13	560	1.077
rs11219	13	561	0.714
rs11220	13	562	0.152
rs11221	13	563	0.276
rs11222	13	564	1.208
rs11223	13	565	0.018
rs11224	13	566	0.728
rs11225	13	567	0.017
rs11226	13	568	0.248
rs11227	13	569	0.636
rs11228	13	570	0.493
rs11229	13	571	0.595
rs11230	13	572	0.228
rs11231	13	573	0.278
rs11232	13	574	0.669
rs11233	13	575	0.434
rs11234	13	576	2.651
rs11235	13	577	0.016
rs11236	13	578	0.155
rs11237	13	579	0.161
rs11238	13	580	0.069
rs11239	13	581	0.145
rs11240	13	582	0.01
rs11241	13	583	0.145
rs11242	13	584	0.005
rs11243	13	585	0.414
rs11244	13	586	0.257
rs11245	13	587	0.098
rs11246	13	588	0.989
rs11247	13	589	1.069
rs11248	13	590	0.306
rs11249	13	591	0.302
rs11250	13	592	0.129
rs11251	13	593	0.041
rs11252	13	594	0.641
rs11253	13	595	1.442
rs11254	13	596	0.121
rs11255	13	597	0.824
rs11256	13	598	0.8
rs11257	13	599	0.879
rs11258	13	600	0.589
rs11259	13	601	0.114
rs11260	13	602	0.045
rs11261	13	603	0.308
rs11262	13	604	0.027
rs11263	13	605	0.398
rs11264	13	606	0.064
rs11265	13	607	0.114
rs11266	13	608	1.07
rs11267	13	609	1.459
rs11268	13	610	0.078
rs11269	13	611	0.084
rs11270	13	612	0.731
rs11271	13	613	0.504
rs11272	13	614	0.125
rs11273	13	615	0.189
rs11274	13	616	0.698
rs11275	13	617	0.074
rs11276	13	618	0.516
rs11277	13	619	0.59
rs11278	13	620	0.24
rs11279	13	621	0.019
rs11280	13	622	0.338
rs11281	13	623	0.362
rs11282	13	624	0.751
rs11283	13	625	0.101
rs11284	13	626	0.343
rs11285	13	627	1.282
rs11286	13	628	0.159
rs11287	13	629	0.717
rs11288	13	630	0.099
rs11289	13	631	0.333
rs11290	13	632	0.011
rs11291	13	633	0.081
rs11292	13	634	0.07
rs11293	13	635	0.265
rs11294	13	636	0.883
rs11295	13	637	1.102
rs11296	13	638	0.166
rs11297	14	1	0.146
rs11298	14	2	0.206
rs11299	14	3	0.226
rs11300	14	4	0.181
rs11301	14	5	0.071
rs11302	14	6	0.108
rs11303	14	7	0.344
rs11304	14	8	0.077
rs11305	14	9	0.006
rs11306	14	10	0.124
rs11307	14	11	0.874
rs11308	14	12	0.125
rs11309	14	13	0.137
rs11310	14	14	0.817
rs11311	14	15	0.023
rs11312	14	16	2.027
rs11313	14	17	0.49
rs11314	14	18	0.103
rs11315	14	19	0.13
rs11316	14	20	0.111
rs11317	14	21	0.194
rs11318	14	22	0.462
rs11319	14	23	0.458
rs11320	14	24	0.331
rs11321	14	25	0.021
rs11322	14	26	0.609
rs11323	14	27	0.406
rs11324	14	28	0.163
rs11325	14	29	0.676
rs11326	14	30	0.882
rs11327	14	31	1.551
rs11328	14	32	0.474
rs11329	14	33	0.086
rs11330	14	34	0.293
rs11331	14	35	0.97
rs11332	14	36	0.132
rs11333	14	37	0.143
rs11334	14	38	0.202
rs11335	14	39	0.176
rs11336	14	40	0.108
rs11337	14	41	2.139
rs11338	14	42	0.012
rs11339	14	43	0.258
rs11340	14	44	0.561
rs11341	14	45	0.273
rs11342	14	46	0.412
rs11343	14	47	0.107
rs11344	14	48	0.665
rs11345	14	49	0.74
rs11346	14	50	0.706
rs11347	14	51	0.047
rs11348	14	52	0
rs11349	14	53	0.069
rs11350	14	54	0.34
rs11351	14	55	0.004
rs11352	14	56	1.363
rs11353	14	57	0.032
rs11354	14	58	0.456
rs11355	14	59	0.697
rs11356	14	60	0.15
rs11357	14	61	0.276
rs11358	14	62	0.336
rs11359	14	63	0.533
rs11360	14	64	0.021
rs11361	14	65	1.145
rs11362	14	66	0.356
rs11363	14	67	1.498
rs11364	14	68	0.016
rs11365	14	69	0.306
rs11366	14	70	0.065
rs11367	14	71	0.925
rs11368	14	72	0.156
rs11369	14	73	0.2
rs11370	14	74	0.239
rs11371	14	75	0.102
rs11372	14	76	0.172
rs11373	14	77	0.049
rs11374	14	78	0.052
rs11375	14	79	0.398
rs11376	14	80	0.156
rs11377	14	81	0.062
rs11378	14	82	0.779
rs11379	14	83	0.059
rs11380	14	84	0.563
rs11381	14	85	0.189
rs11382	14	86	0.369
rs11383	14	87	0.532
rs11384	14	88	0.136
rs11385	14	89	0.081
rs11386	14	90	0.375
rs11387	14	91	1.506
rs11388	14	92	0.386
rs11389	14	93	0.041
rs11390	14	94	0.678
rs11391	14	95	0.048
rs11392	14	96	0.355
rs11393	14	97	0.342
rs11394	14	98	1.816
rs11395	14	99	0.221
rs11396	14	100	0.198
rs11397	14	101	1.395
rs11398	14	102	0.198
rs11399	14	103	0.607
rs11400	14	104	0.033
rs11401	14	105	0.489
rs11402	14	106	0.13
rs11403	14	107	0.013
rs11404	14	108	0.043
rs11405	14	109	1.174
rs11406	14	110	0.819
rs11407	14	111	0.781
rs11408	14	112	0.371
rs11409	14	113	0.218
rs11410	14	114	0.272
rs11411	14	115	0.222
rs11412	14	116	0.745
rs11413	14	117	0.382
rs11414	14	118	0.983
rs11415	14	119	0.285
rs11416	14	120	0.402
rs11417	14	121	0.107
rs11418	14	122	0.277
rs11419	14	123	0.425
rs11420	14	124	0.001
rs11421	14	125	0.065
rs11422	14	126	0.713
rs11423	14	127	0.106
rs11424	14	128	0.048
rs11425	14	129	0.017
rs11426	14	130	0.196
rs11427	14	131	0.402
rs11428	14	132	0.045
rs11429	14	133	0.828
rs11430	14	134	0.333
rs11431	14	135	0.228
rs11432	14	136	0.839
rs11433	14	137	0.085
rs11434	14	138	0.007
rs11435	14	139	0.037
rs11436	14	140	0.098
rs11437	14	141	0.011
rs11438	14	142	0.625
rs11439	14	143	1.593
rs11440	14	144	0.308
rs11441	14	145	0.459
rs11442	14	146	0.193
rs11443	14	147	0.043
rs11444	14	148	0.217
rs11445	14	149	0.783
rs11446	14	150	0.321
rs11447	14	151	0.444
rs11448	14	152	0.785
rs11449	14	153	0.954
rs11450	14	154	0.006
rs11451	14	155	0.683
rs11452	14	156	0.237
rs11453	14	157	0.627
rs11454	14	158	0.147
rs11455	14	159	0.693
rs11456	14	160	0.066
rs11457	14	161	0.147
rs11458	14	162	0.802
rs11459	14	163	1.766
rs11460	14	164	0.647
rs11461	14	165	0.304
rs11462	14	166	0.494
rs11463	14	167	0.032
rs11464	14	168	2.371
rs11465	14	169	1.061
rs11466	14	170	0.186
rs11467	14	171	0.167
rs11468	14	172	0.195
rs11469	14	173	0.913
rs11470	14	174	0.006
rs11471	14	175	0.414
rs11472	14	176	0.403
rs11473	14	177	0.248
rs11474	14	178	0.114
rs11475	14	179	0.078
rs11476	14	180	0.382
rs11477	14	181	0.226
rs11478	14	182	0.433
rs11479	14	183	0.622
rs11480	14	184	0.105
rs11481	14	185	0.111
rs11482	14	186	0.413
rs11483	14	187	1.264
rs11484	14	188	0.208
rs11485	14	189	0.113
rs11486	14	190	0.862
rs11487	14	191	0.785
rs11488	14	192	0.571
rs11489	14	193	0.907
rs11490	14	194	0.291
rs11491	14	195	0.265
rs11492	14	196	0.217
rs11493	14	197	1.685
rs11494	14	198	0.508
rs11495	14	199	0.614
rs11496	14	200	0.656
rs11497	14	201	0.686
rs11498	14	202	0.282
rs11499	14	203	0.884
rs11500	14	204	0
rs11501	14	205	0.24
rs11502	14	206	0.459
rs11503	14	207	0.265
rs11504	14	208	0.568
rs11505	14	209	0.152
rs11506	14	210	0.654
rs11507	14	211	0.018
rs11508	14	212	0.159
rs11509	14	213	0.359
rs11510	14	214	0.092
rs11511	14	215	0.01
rs11512	14	216	1.697
rs11513	14	217	1.465
rs11514	14	218	0.659
rs11515	14	219	1.36
rs11516	14	220	0.297
rs11517	14	221	0.798
rs11518	14	222	0.254
rs11519	14	223	0.403
rs11520	14	224	0.253
rs11521	14	225	0.333
rs11522	14	226	1.193
rs11523	14	227	0.022
rs11524	14	228	0.361
rs11525	14	229	0.488
rs11526	14	230	2.138
rs11527	14	231	0.07
rs11528	14	232	0.113
rs11529	14	233	0.245
rs11530	14	234	0.153
rs11531	14	235	0.092
rs11532	14	236	0.16
rs11533	14	237	0.06
rs11534	14	238	0.113
rs11535	14	239	1.476
rs11536	14	240	0.33
rs11537	14	241	0.132
rs11538	14	242	0.335
rs11539	14	243	0.488
rs11540	14	244	0.043
rs11541	14	245	0.493
rs11542	14	246	1.237
rs11543	14	247	0.848
rs11544	14	248	0.169
rs11545	14	249	0.442
rs11546	14	250	1.844
rs11547	14	251	1.044
rs11548	14	252	0.062
rs11549	14	253	0.689
rs11550	14	254	1.187
rs11551	14	255	0.298
rs11552	14	256	0.299
rs11553	14	257	0.397
rs11554	14	258	0.16
rs11555	14	259	0.112
rs11556	14	260	0.226
rs11557	14	261	1.918
rs11558	14	262	1.187
rs11559	14	263	0.098
rs11560	14	264	0.076
rs11561	14	265	0.169
rs11562	14	266	0.471
rs11563	14	267	1.016
rs11564	14	268	0.289
rs11565	14	269	0.505
rs11566	14	270	0.23
rs11567	14	271	0.432
rs11568	14	272	0.017
rs11569	14	273	0.315
rs11570	14	274	1.849
rs11571	14	275	0.859
rs11572	14	276	0.236
rs11573	14	277	0.946
rs11574	14	278	0.18
rs11575	14	279	0.016
rs11576	14	280	0.001
rs11577	14	281	0.758
rs11578	14	282	0.316
rs11579	14	283	0.701
rs11580	14	284	0.898
rs11581	14	285	0.287
rs11582	14	286	0.04
rs11583	14	287	0.073
rs11584	14	288	1.113
rs11585	14	289	0.775
rs11586	14	290	0.045
rs11587	14	291	0.215
rs11588	14	292	1.73
rs11589	14	293	0.054
rs11590	14	294	1.161
rs11591	14	295	0.251
rs11592	14	296	0.197
rs11593	14	297	0.378
rs11594	14	298	1.171
rs11595	14	299	0.198
rs11596	14	300	0.027
rs11597	14	301	0.265
rs11598	14	302	0.927
rs11599	14	303	0.808
rs11600	14	304	0.072
rs11601	14	305	0.206
rs11602	14	306	0.333
rs11603	14	307	0.719
rs11604	14	308	0.227
rs11605	14	309	0.011
rs11606	14	310	0.072
rs11607	14	311	0.729
rs11608	14	312	1.085
rs11609	14	313	0.023
rs11610	14	314	0.12
rs11611	14	315	0.175
rs11612	14	316	0.801
rs11613	14	317	0.141
rs11614	14	318	0.767
rs11615	14	319	0.296
rs11616	14	320	0.259
rs11617	14	321	1.088
rs11618	14	322	0.255
rs11619	14	323	0.313
rs11620	14	324	0.673
rs11621	14	325	0.386
rs11622	14	326	1.095
rs11623	14	327	0.003
rs11624	14	328	0.448
rs11625	14	329	0.186
rs11626	14	330	0.459
rs11627	14	331	0.342
rs11628	14	332	0.003
rs11629	14	333	0.274
rs11630	14	334	0.174
rs11631	14	335	0.008
rs11632	14	336	0.067
rs11633	14	337	1.27
rs11634	14	338	0.065
rs11635	14	339	0.33
rs11636	14	340	0.099
rs11637	14	341	0.251
rs11638	14	342	0.18
rs11639	14	343	0.212
rs11640	14	344	0.195
rs11641	14	345	0.037
rs11642	14	346	0.592
rs11643	14	347	0.627
rs11644	14	348	0.09
rs11645	14	349	1.683
rs11646	14	350	0.119
rs11647	14	351	0.524
rs11648	14	352	1.7
rs11649	14	353	0.669
rs11650	14	354	0.709
rs11651	14	355	1.552
rs11652	14	356	1.456
rs11653	14	357	0.238
rs11654	14	358	0.063
rs11655	14	359	0.257
rs11656	14	360	0.344
rs11657	14	361	0.764
rs11658	14	362	0.146
rs11659	14	363	0.006
rs11660	14	364	1.289
rs11661	14	365	0.032
rs11662	14	366	0.249
rs11663	14	367	0.574
rs11664	14	368	0.01
rs11665	14	369	0.041
rs11666	14	370	0.844
rs11667	14	371	0.92
rs11668	14	372	0.154
rs11669	14	373	0.253
rs11670	14	374	0.079
rs11671	14	375	0.004
rs11672	14	376	1.323
rs11673	14	377	0.084
rs11674	14	378	0.15
rs11675	14	379	0.457
rs11676	14	380	0.161
rs11677	14	381	1.818
rs11678	14	382	0.377
rs11679	14	383	0.115
rs11680	14	384	0.034
rs11681	14	385	0.692
rs11682	14	386	0.234
rs11683	14	387	0.02
rs11684	14	388	0.394
rs11685	14	389	0.043
rs11686	14	390	0.334
rs11687	14	391	0.195
rs11688	14	392	0.862
rs11689	14	393	0.035
rs11690	14	394	0.136
rs11691	14	395	1.205
rs11692	14	396	0.487
rs11693	14	397	0.006
rs11694	14	398	0.273
rs11695	14	399	0.023
rs11696	14	400	0.161
rs11697	14	401	0.05
rs11698	14	402	0.29
rs11699	14	403	0.167
rs11700	14	404	1.188
rs11701	14	405	0.679
rs11702	14	406	0.104
rs11703	14	407	0.501
rs11704	14	408	0.522
rs11705	14	409	0.464
rs11706	14	410	0.677
rs11707	14	411	0.039
rs11708	14	412	0.452
rs11709	14	413	1.565
rs11710	14	414	0.698
rs11711	14	415	0.429
rs11712	14	416	0.156
rs11713	14	417	0.146
rs11714	14	418	0.148
rs11715	14	419	1.35
rs11716	14	420	0.343
rs11717	14	421	0.527
rs11718	14	422	0.411
rs11719	14	423	0.025
rs11720	14	424	0.194
rs11721	14	425	0.246
rs11722	14	426	0.917
rs11723	14	427	0.061
rs11724	14	428	0.529
rs11725	14	429	0.328
rs11726	14	430	0.893
rs11727	14	431	0.085
rs11728	14	432	0.41
rs11729	14	433	0.147
rs11730	14	434	0.184
rs11731	14	435	0.066
rs11732	14	436	0.202
rs11733	14	437	0.29
rs11734	14	438	0.381
rs11735	14	439	0.805
rs11736	14	440	0.124
rs11737	14	441	1.059
rs11738	14	442	1.009
rs11739	14	443	0.109
rs11740	14	444	0.032
rs11741	14	445	0.473
rs11742	14	446	1.59
rs11743	14	447	0.684
